It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	web browsing	1
It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	word editing	1
Acer has set me up with FREE recovery discs, when they are available since I asked.	recovery discs	2
I also purchased Office Max's "Max Assurance" with the "no lemon" clause.	Office Max's "Max Assurance"	1
I eventually did the migration from my iMac backup disc which uses USB.	iMac backup disc	1
I eventually did the migration from my iMac backup disc which uses USB.	USB	1
The battery life seems to be very good, and have had no issues with it.	battery life	2
Enabling the battery timer is useless.	battery timer	0
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.	Temperatures	1
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.	Core Processing Unit temperatures	1
Going to bring it to service today.	service	1
There is no need to purchase virus protection for Mac, which saves me a lot of time and money.	virus protection for Mac	2
But we had paid for bluetooth, and there was none.	bluetooth	0
So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.	LG notebook service center	1
So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.	hinge	0
My daughter uses it for games, email, facebook, pictures and music.	games	1
It is always reliable, never bugged and responds well.	responds	2
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.	motherboard	0
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.	motherboard	1
It was slow, locked up, and also had hardware replaced after only 2 months!	hardware	0
they had to replace the motherboard in April	motherboard	0
Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.	use	2
Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	representive at Microsoft	0
Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	system	0
Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	XP	2
I love WIndows 7 which is a vast improvment over Vista.	WIndows 7	2
I love WIndows 7 which is a vast improvment over Vista.	Vista	0
Keyboard is great, very quiet for all the typing that I do.	Keyboard	2
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.	Dell's customer disservice	0
It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	cooling system	0
It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	use	1
I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.	quad core I7	2
After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.	sales associate	2
If you really want a bang-up system and don't need to run Windows applications, go with an Apple;	system	2
If you really want a bang-up system and don't need to run Windows applications, go with an Apple;	Windows applications	1
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.	virus program	0
It weighed like seven pounds or something like that.	weighed	1
It weighed like seven pounds or something like that.	seven pounds	1
2 months later, the battery went.	battery	0
You may need to special order a bag.	bag	1
It's color is even cool.	color	2
keys are all in weird places and is way too large for the way it is designed.	keys	0
keys are all in weird places and is way too large for the way it is designed.	designed	0
Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	style	2
Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	speed	2
The keyboard feels good and I type just fine on it.	keyboard	2
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.	mousepad	1
And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.	battery	0
BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	sales	2
BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	service	2
BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	DELL SUPPORT	2
no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	hard drive	1
no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	motherboard	1
Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	speed	2
Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	construction quality	2
Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	longevity	2
Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of "extra key", etc.	keyboard	2
Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of "extra key", etc.	keys	2
Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of "extra key", etc.	configuration of "extra key"	2
) I also tried the touch pad and compared it to other netbooks in the store.	touch pad	1
It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.	use	2
It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.	security	2
It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	use	0
It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	work	0
lots of preloaded software.	preloaded software	2
I wish it had a webcam though, then it would be perfect!	webcam	0
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.	vga port	2
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.	screen	1
Another thing I might add is the battery life is excellent.	battery life	2
One drawback, I wish the keys were backlit.	keys	0
Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.	software	2
I wish the volume could be louder and the mouse didnt break after only a month.	volume	0
I wish the volume could be louder and the mouse didnt break after only a month.	mouse	0
I play a lot of casual games online, and the touchpad is very responsive.	touchpad	2
Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.	boots up	2
It caught a virus that completely wiped out my hard drive in a matter of hours.	hard drive	0
It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.	look and feel standpoint	2
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	safari	0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	safari	0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	Mozzilla firfox	2
The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	Bluetooth	0
The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	fingerprint reader driver	0
The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	software	0
Great battery, speed, display.	battery	2
Great battery, speed, display.	speed	2
Great battery, speed, display.	display	2
The delivery was fast, and I would not hesitate to purchase this laptop again.	delivery	2
I've been impressed with the battery life and the performance for such a small amount of memory.	battery life	2
I've been impressed with the battery life and the performance for such a small amount of memory.	performance	2
I've been impressed with the battery life and the performance for such a small amount of memory.	memory	0
It's applications are terrific, including the replacements for Microsoft office.	applications	2
It's applications are terrific, including the replacements for Microsoft office.	Microsoft office	2
they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	Resolution	0
they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	appearance	0
they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	cooling system	0
they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	graphics card	0
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	built-in webcam	0
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	built-in mic	0
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	cam	0
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	mic	0
Is this partially due to the fact that it is running Windows Vista?	Windows Vista	1
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	board	0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	connector	0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	power supply	0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	warrenty	0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	power supply	0
My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!	ethernet	2
My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!	works	2
Mostly I love the drag and drop feature.	drag and drop feature	2
oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?	webcam	0
I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.	sales tax	2
Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	software packages	2
Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	iWork	2
Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	GarageBand	2
Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	iMovie	2
The screen is very large and crystal clear with amazing colors and resolution.	screen	2
The screen is very large and crystal clear with amazing colors and resolution.	colors	2
The screen is very large and crystal clear with amazing colors and resolution.	resolution	2
After a little more than a year of owning my MacBook Pro, the monitor has completely died.	monitor	0
The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.	iTunes	2
Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	Size	0
Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	external monitor	1
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.	base installation	0
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.	software	0
Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).	manuf	0
The display is incredibly bright, much brighter than my PowerBook and very crisp.	display	2
The AMD Turin processor seems to always perform so much better than Intel.	AMD Turin processor	2
The AMD Turin processor seems to always perform so much better than Intel.	Intel	0
After that the said it was under warranty.	warranty	1
The start menu is not the easiest thing to navigate due to the stacking.	start menu	0
The start menu is not the easiest thing to navigate due to the stacking.	navigate	0
Only thing I would want to add to this is an internal bluray read/write drive.	bluray read/write drive	0
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.	service tech	0
The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.	tech store	0
Really like the textured surface which shows no fingerprints.	surface	2
The screen is bright and the keyboard is nice;	screen	2
The screen is bright and the keyboard is nice;	keyboard	2
But the machine is awesome and iLife is great and I love Snow Leopard X.	iLife	2
But the machine is awesome and iLife is great and I love Snow Leopard X.	Snow Leopard X	2
High price tag, however.	price tag	0
I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.	Mac OS	2
I had static in the output, and I had to reduce the sound output quality to "FM" as opposed to the default "CD.	sound output quality	0
I custom ordered the machine from HP and could NOT understand the techie due to his accent.	techie	0
It is easy to use and lightweight.	use	2
I went to Toshiba online help and found some suggestions to fix it.	Toshiba online help	2
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).	service life	2
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.	ports	1
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.	processor	1
This laptop is a great price and has a sleek look.	price	2
This laptop is a great price and has a sleek look.	look	2
I especially like the keyboard which has chiclet type keys.	keyboard	2
I especially like the keyboard which has chiclet type keys.	keys	2
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.	quality	0
For the not so good, I got the stock screen - which is VERY glossy.	stock screen	0
The gray color was a good choice.	gray color	2
I would like to have volume buttons rather than the adjustment that is on the front.	volume buttons	0
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.	processor	0
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.	computing	0
I bought a protector for my key pad and it works great :)	protector	1
I bought a protector for my key pad and it works great :)	key pad	2
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!	magnetic plug-in power charging power cord	2
It seems they could have updated XP and done without creating Vista.	XP	2
It seems they could have updated XP and done without creating Vista.	Vista	0
It is easy to use, fast and has great graphics for the money.	graphics	2
It is easy to use, fast and has great graphics for the money.	use	2
I like how the Mac OS is so simple and easy to use.	Mac OS	2
I like how the Mac OS is so simple and easy to use.	use	2
While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.	support	2
I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.	Geek Squad	2
only good thing is the graphics quality.	graphics quality	2
The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.	Appleworks	0
The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.	browser	0
The paint wears off easily due to the keyboard being farther back than usual.	paint	0
The paint wears off easily due to the keyboard being farther back than usual.	keyboard	0
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.	service department	1
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.	warrenty	2
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.	warrentys	0
I always use a backup hard disk to store important files at all times.	hard disk	1
They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!	CD drive	0
They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!	running	0
But the screen size is not that bad for email and web browsing.	screen size	2
But the screen size is not that bad for email and web browsing.	web browsing	1
Once I removed all the software the laptop loads in 15-20 seconds.	software	0
Once I removed all the software the laptop loads in 15-20 seconds.	loads	1
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	trackpad	0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	external mouse	1
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	trackpad	0
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.	games	0
Obviously one of the most important features of any computer is the "human interface.	features	1
Obviously one of the most important features of any computer is the "human interface.	human interface	1
Yeah, of course smarty pants "fix it now")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).	inbuilt applications	0
Yeah, of course smarty pants "fix it now")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).	Software	0
The body is a bit cheaply made so it will be interesting to see how long it holds up.	body	0
The i5 blows my desktop out of the water when it comes to rendering videos.	i5	0
With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	antivirus software	1
With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	firewall	1
Am very glad I bought it, great netbook, low price.	price	2
The Apple team also assists you very nicely when choosing which computer is right for you :)	Apple team	2
I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	Vista	0
I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	Vista	0
I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	operating system	1
I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	Vista	0
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.	video chat	0
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.	mouse	2
Fan vents to the side, so no cooling pad needed, great feature!	Fan	2
Fan vents to the side, so no cooling pad needed, great feature!	cooling pad	1
Fan vents to the side, so no cooling pad needed, great feature!	feature	2
i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.	software	2
Wasted me at least 8 hours of installation time.	installation time	0
It has far exceeded my expectations for power, storage, and abilitiy.	power	2
It has far exceeded my expectations for power, storage, and abilitiy.	storage	2
It has far exceeded my expectations for power, storage, and abilitiy.	abilitiy	2
A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	spotlight search	2
A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	feature	2
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.	wireless system	0
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.	Windows 7	1
I am enjoying it and the quality it provides is great!	quality	2
Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.	battery life	2
Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.	speed	2
The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	OS	2
The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	OS	2
iTunes is a handy music-management program, and it is essential for anyone with an iPod.	iTunes	2
iTunes is a handy music-management program, and it is essential for anyone with an iPod.	program	2
Mac is not made for gaming.	gaming	0
Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.	battery	0
I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.	Apple support	2
I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.	techs	2
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.	adding the bluetooth	0
